Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily
Finland	277	0	10	N/A	5.02e-05	0.0	1385	554	346.25	0.000251	0.0001004	6.275e-05	33	0
Macedonia	18	0	1	N/A	8.64e-06	0.0	90	36	22.5	4.32e-05	1.728e-05	1.08e-05	4	0
Moldova	23	0	0	N/A	6.49e-06	0.0	115	46	28.75	3.245e-05	1.298e-05	8.1125e-06	0	0
Sweden	1103	6	1	N/A	0.00010832	5.9e-07	2000	923.076923077	600	0.000196666666667	9.07692307692e-05	5.9e-05	81	3
Latvia	34	0	1	N/A	1.765e-05	0.0	170	68	42.5	8.825e-05	3.53e-05	2.20625e-05	4	0
Croatia	57	0	2	N/A	1.394e-05	0.0	285	114	71.25	6.97e-05	2.788e-05	1.7425e-05	8	0
Malta	30	0	2	N/A	6.204e-05	0.0	150	60	37.5	0.0003102	0.00012408	7.755e-05	9	0
Guernsey	1	0	0	N/A	1.491e-05	0.0	5	2	1.25	7.455e-05	2.982e-05	1.86375e-05	0	0
Monaco	7	0	0	N/A	0.00018096	0.0	35	14	8.75	0.0009048	0.00036192	0.0002262	5	0
Switzerland	2200	14	4	N/A	0.00025832	1.64e-06	4666.66666667	2153.84615385	1400	0.000546666666667	0.000252307692308	0.000164	0	0
Russia	90	0	8	N/A	6.2e-07	0.0	450	180	112.5	3.1e-06	1.24e-06	7.75e-07	27	0
Jersey	2	0	0	N/A	2.049e-05	0.0	10	4	2.5	0.00010245	4.098e-05	2.56125e-05	0	0
Bulgaria	52	2	0	N/A	7.4e-06	2.8e-07	666.666666667	307.692307692	200	9.33333333333e-05	4.30769230769e-05	2.8e-05	1	0
Romania	158	0	9	N/A	8.11e-06	0.0	790	316	197.5	4.055e-05	1.622e-05	1.01375e-05	27	0
Albania	51	1	0	N/A	1.779e-05	3.5e-07	333.333333333	153.846153846	100	0.000116666666667	5.38461538462e-05	3.5e-05	9	0
Estonia	205	0	1	N/A	0.0001552	0.0	1025	410	256.25	0.000776	0.0003104	0.000194	34	0
Portugal	331	0	3	N/A	3.219e-05	0.0	1655	662	413.75	0.00016095	6.438e-05	4.02375e-05	86	0
Kosovo	2	0	0	N/A	1.08e-06	0.0	10	4	2.5	5.4e-06	2.16e-06	1.35e-06	0	0
Liechtenstein	4	0	0	N/A	0.00010551	0.0	20	8	5	0.00052755	0.00021102	0.0001318875	0	0
Azerbaijan	15	1	6	N/A	1.51e-06	1e-07	333.333333333	153.846153846	100	3.33333333333e-05	1.53846153846e-05	1e-05	-8	0
United Kingdom	1551	56	21	N/A	2.333e-05	8.4e-07	18666.6666667	8615.38461538	5600	0.00028	0.000129230769231	8.4e-05	407	35
Austria	1018	3	6	N/A	0.00011507	3.4e-07	1000	461.538461538	300	0.000113333333333	5.23076923077e-05	3.4e-05	158	2
West Bank and Gaza	0	0	0	N/A	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Republic of Serbia	55	0	1	N/A	7.88e-06	0.0	275	110	68.75	3.94e-05	1.576e-05	9.85e-06	7	0
Greece	331	4	8	N/A	3.085e-05	3.7e-07	1333.33333333	615.384615385	400	0.000123333333333	5.69230769231e-05	3.7e-05	0	0
Hungary	39	1	1	N/A	3.99e-06	1e-07	333.333333333	153.846153846	100	3.33333333333e-05	1.53846153846e-05	1e-05	7	0
Cyprus	33	0	0	N/A	2.821e-05	0.0	165	66	41.25	0.00014105	5.642e-05	3.52625e-05	7	0
New Zealand	8	0	0	N/A	1.64e-06	0.0	40	16	10	8.2e-06	3.28e-06	2.05e-06	0	0
Australia	377	3	23	N/A	1.508e-05	1.2e-07	1000	461.538461538	300	4e-05	1.84615384615e-05	1.2e-05	80	0
Ivory Coast	1	0	0	N/A	4e-08	0.0	5	2	1.25	2e-07	8e-08	5e-08	0	0
Mauritania	1	0	0	N/A	2.3e-07	0.0	5	2	1.25	1.15e-06	4.6e-07	2.875e-07	0	0
Sudan	1	1	0	N/A	2e-08	2e-08	333.333333333	153.846153846	100	6.66666666667e-06	3.07692307692e-06	2e-06	0	0
Guinea	1	0	0	N/A	8e-08	0.0	5	2	1.25	4e-07	1.6e-07	1e-07	0	0
Ethiopia	5	0	0	N/A	5e-08	0.0	25	10	6.25	2.5e-07	1e-07	6.25e-08	4	0
Rwanda	5	0	0	N/A	4.1e-07	0.0	25	10	6.25	2.05e-06	8.2e-07	5.125e-07	4	0
Somalia	1	0	0	N/A	7e-08	0.0	5	2	1.25	3.5e-07	1.4e-07	8.75e-08	NA	NA
Swaziland	1	0	0	N/A	8.8e-07	0.0	5	2	1.25	4.4e-06	1.76e-06	1.1e-06	0	0
Nigeria	2	0	0	N/A	1e-08	0.0	10	4	2.5	5e-08	2e-08	1.25e-08	0	0
Cameroon	4	0	0	N/A	1.6e-07	0.0	20	8	5	8e-07	3.2e-07	2e-07	2	0
Burkina Faso	15	0	0	N/A	7.6e-07	0.0	75	30	18.75	3.8e-06	1.52e-06	9.5e-07	12	0
Benin	1	0	0	N/A	9e-08	0.0	5	2	1.25	4.5e-07	1.8e-07	1.125e-07	NA	NA
Ghana	6	0	0	N/A	2e-07	0.0	30	12	7.5	1e-06	4e-07	2.5e-07	0	0
Algeria	54	4	12	N/A	1.28e-06	9e-08	1333.33333333	615.384615385	400	3e-05	1.38461538462e-05	9e-06	6	0
Republic of the Congo	1	0	0	N/A	1.9e-07	0.0	5	2	1.25	9.5e-07	3.8e-07	2.375e-07	0	0
Gabon	1	0	0	N/A	4.7e-07	0.0	5	2	1.25	2.35e-06	9.4e-07	5.875e-07	0	0
Togo	1	0	0	N/A	1.3e-07	0.0	5	2	1.25	6.5e-07	2.6e-07	1.625e-07	0	0
Liberia	1	0	0	N/A	2.1e-07	0.0	5	2	1.25	1.05e-06	4.2e-07	2.625e-07	NA	NA
Democratic Republic of the Congo	2	0	0	N/A	2e-08	0.0	10	4	2.5	1e-07	4e-08	2.5e-08	0	0
Central African Republic	1	0	0	N/A	2.1e-07	0.0	5	2	1.25	1.05e-06	4.2e-07	2.625e-07	0	0
Morocco	29	1	1	N/A	8e-07	3e-08	333.333333333	153.846153846	100	1e-05	4.61538461538e-06	3e-06	1	0
Namibia	2	0	0	N/A	8.2e-07	0.0	10	4	2.5	4.1e-06	1.64e-06	1.025e-06	0	0
United Republic of Tanzania	1	0	0	N/A	2e-08	0.0	5	2	1.25	1e-07	4e-08	2.5e-08	NA	NA
Seychelles	3	0	0	N/A	3.1e-05	0.0	15	6	3.75	0.000155	6.2e-05	3.875e-05	1	0
South Africa	62	0	0	N/A	1.07e-06	0.0	310	124	77.5	5.35e-06	2.14e-06	1.3375e-06	11	0
Egypt	150	2	27	N/A	1.52e-06	2e-08	666.666666667	307.692307692	200	6.66666666667e-06	3.07692307692e-06	2e-06	40	0
Equatorial Guinea	1	0	0	N/A	7.6e-07	0.0	5	2	1.25	3.8e-06	1.52e-06	9.5e-07	0	0
Tunisia	20	0	0	N/A	1.73e-06	0.0	100	40	25	8.65e-06	3.46e-06	2.1625e-06	2	0
Senegal	24	0	2	N/A	1.51e-06	0.0	120	48	30	7.55e-06	3.02e-06	1.8875e-06	0	0
Kenya	3	0	0	N/A	6e-08	0.0	15	6	3.75	3e-07	1.2e-07	7.5e-08	0	0
Afghanistan	21	0	1	N/A	5.6e-07	0.0	105	42	26.25	2.8e-06	1.12e-06	7e-07	5	0
Qatar	439	0	4	N/A	0.00015782	0.0	2195	878	548.75	0.0007891	0.00031564	0.000197275	38	0
Bangladesh	8	0	2	N/A	5e-08	0.0	40	16	10	2.5e-07	1e-07	6.25e-08	3	0
Bhutan	1	0	0	N/A	1.33e-06	0.0	5	2	1.25	6.65e-06	2.66e-06	1.6625e-06	0	0
Kuwait	123	0	9	N/A	2.973e-05	0.0	615	246	153.75	0.00014865	5.946e-05	3.71625e-05	11	0
Nepal	1	0	1	N/A	4e-08	0.0	5	2	1.25	2e-07	8e-08	5e-08	0	0
Cambodia	7	0	1	N/A	4.3e-07	0.0	35	14	8.75	2.15e-06	8.6e-07	5.375e-07	0	0
Bahrain	214	1	77	N/A	0.00013635	6.4e-07	333.333333333	153.846153846	100	0.000213333333333	9.84615384615e-05	6.4e-05	0	1
Brunei	54	0	0	N/A	0.00012589	0.0	270	108	67.5	0.00062945	0.00025178	0.0001573625	4	0
Saudi Arabia	118	0	2	N/A	3.5e-06	0.0	590	236	147.5	1.75e-05	7e-06	4.375e-06	15	0
Iran	14991	853	4590	N/A	0.00018326	1.043e-05	284333.333333	131230.769231	85300	0.00347666666667	0.00160461538462	0.001043	1053	129
Singapore	243	0	109	N/A	4.31e-05	0.0	1215	486	303.75	0.0002155	8.62e-05	5.3875e-05	17	0
Jordan	17	0	1	N/A	1.71e-06	0.0	85	34	21.25	8.55e-06	3.42e-06	2.1375e-06	9	0
China	81033	3217	67910	N/A	5.818e-05	2.31e-06	1072333.33333	494923.076923	321700	0.00077	0.000355384615385	0.000231	30	14
Thailand	147	1	35	N/A	2.12e-06	1e-08	333.333333333	153.846153846	100	3.33333333333e-06	1.53846153846e-06	1e-06	33	0
Iraq	124	10	26	N/A	3.23e-06	2.6e-07	3333.33333333	1538.46153846	1000	8.66666666667e-05	4e-05	2.6e-05	8	0
Kazakhstan	10	0	0	N/A	5.5e-07	0.0	50	20	12.5	2.75e-06	1.1e-06	6.875e-07	1	0
Maldives	13	0	0	N/A	2.521e-05	0.0	65	26	16.25	0.00012605	5.042e-05	3.15125e-05	0	0
Oman	22	0	9	N/A	4.56e-06	0.0	110	44	27.5	2.28e-05	9.12e-06	5.7e-06	0	0
Philippines	142	12	2	N/A	1.33e-06	1.1e-07	4000	1846.15384615	1200	3.66666666667e-05	1.69230769231e-05	1.1e-05	2	1
Indonesia	134	5	8	N/A	5e-07	2e-08	1666.66666667	769.230769231	500	6.66666666667e-06	3.07692307692e-06	2e-06	17	0
Vietnam	61	0	16	N/A	6.4e-07	0.0	305	122	76.25	3.2e-06	1.28e-06	8e-07	5	0
Mongolia	1	0	0	N/A	3.2e-07	0.0	5	2	1.25	1.6e-06	6.4e-07	4e-07	0	0
Japan	825	27	144	N/A	6.52e-06	2.1e-07	9000	4153.84615385	2700	7e-05	3.23076923077e-05	2.1e-05	-14	5
Taiwan	67	1	20	N/A	2.82e-06	4e-08	333.333333333	153.846153846	100	1.33333333333e-05	6.15384615385e-06	4e-06	8	0
Pakistan	136	0	2	N/A	6.4e-07	0.0	680	272	170	3.2e-06	1.28e-06	8e-07	83	0
United Arab Emirates	98	0	23	N/A	1.018e-05	0.0	490	196	122.5	5.09e-05	2.036e-05	1.2725e-05	0	0
India	119	2	13	N/A	9e-08	0.0	666.666666667	307.692307692	200	4.5e-07	1.8e-07	1.125e-07	6	0
Uzbekistan	6	0	0	N/A	1.8e-07	0.0	30	12	7.5	9e-07	3.6e-07	2.25e-07	5	0
Malaysia	566	0	42	N/A	1.79e-05	0.0	2830	1132	707.5	8.95e-05	3.58e-05	2.2375e-05	138	0
Sri Lanka	28	0	1	N/A	1.29e-06	0.0	140	56	35	6.45e-06	2.58e-06	1.6125e-06	10	0
Lebanon	99	3	1	N/A	1.445e-05	4.4e-07	1000	461.538461538	300	0.000146666666667	6.76923076923e-05	4.4e-05	-11	0
South Korea	8236	75	1137	N/A	0.0001595	1.45e-06	25000	11538.4615385	7500	0.000483333333333	0.000223076923077	0.000145	74	0
Canada	415	4	9	N/A	1.12e-05	1.1e-07	1333.33333333	615.384615385	400	3.66666666667e-05	1.69230769231e-05	1.1e-05	165	3
Jamaica	10	0	2	N/A	3.41e-06	0.0	50	20	12.5	1.705e-05	6.82e-06	4.2625e-06	0	0
Honduras	6	0	0	N/A	6.3e-07	0.0	30	12	7.5	3.15e-06	1.26e-06	7.875e-07	3	0
Mexico	53	0	4	N/A	4.2e-07	0.0	265	106	66.25	2.1e-06	8.4e-07	5.25e-07	12	0
The Bahamas	1	0	0	N/A	2.59e-06	0.0	5	2	1.25	1.295e-05	5.18e-06	3.2375e-06	NA	NA
Panama	55	1	0	N/A	1.317e-05	2.4e-07	333.333333333	153.846153846	100	8e-05	3.69230769231e-05	2.4e-05	12	0
Cuba	4	0	0	N/A	3.5e-07	0.0	20	8	5	1.75e-06	7e-07	4.375e-07	0	0
United States of America	4632	85	17	N/A	1.416e-05	2.6e-07	28333.3333333	13076.9230769	8500	8.66666666667e-05	4e-05	2.6e-05	1133	22
Costa Rica	35	0	0	N/A	7e-06	0.0	175	70	43.75	3.5e-05	1.4e-05	8.75e-06	8	0
Trinidad and Tobago	4	0	0	N/A	2.88e-06	0.0	20	8	5	1.44e-05	5.76e-06	3.6e-06	2	0
Guatemala	2	1	0	N/A	1.2e-07	6e-08	333.333333333	153.846153846	100	2e-05	9.23076923077e-06	6e-06	1	1
Antigua and Barbuda	1	0	0	N/A	1.039e-05	0.0	5	2	1.25	5.195e-05	2.078e-05	1.29875e-05	0	0
Paraguay	8	0	0	N/A	1.15e-06	0.0	40	16	10	5.75e-06	2.3e-06	1.4375e-06	2	0
Saint Vincent and the Grenadines	1	0	0	N/A	9.07e-06	0.0	5	2	1.25	4.535e-05	1.814e-05	1.13375e-05	0	0
Dominican Republic	11	0	0	N/A	1.04e-06	0.0	55	22	13.75	5.2e-06	2.08e-06	1.3e-06	0	0
Saint Lucia	2	0	0	N/A	1.1e-05	0.0	10	4	2.5	5.5e-05	2.2e-05	1.375e-05	0	0
Brazil	200	0	1	N/A	9.5e-07	0.0	1000	400	250	4.75e-06	1.9e-06	1.1875e-06	38	0
Chile	155	0	0	N/A	8.28e-06	0.0	775	310	193.75	4.14e-05	1.656e-05	1.035e-05	81	0
Suriname	1	0	0	N/A	1.74e-06	0.0	5	2	1.25	8.7e-06	3.48e-06	2.175e-06	0	0
Colombia	54	0	0	N/A	1.09e-06	0.0	270	108	67.5	5.45e-06	2.18e-06	1.3625e-06	20	0
Uruguay	8	0	0	N/A	2.32e-06	0.0	40	16	10	1.16e-05	4.64e-06	2.9e-06	4	0
Aruba	2	0	0	N/A	1.89e-05	0.0	10	4	2.5	9.45e-05	3.78e-05	2.3625e-05	0	0
Peru	86	0	0	N/A	2.69e-06	0.0	430	172	107.5	1.345e-05	5.38e-06	3.3625e-06	43	0
Guyana	4	1	0	N/A	5.13e-06	1.28e-06	333.333333333	153.846153846	100	0.000426666666667	0.000196923076923	0.000128	0	0
Argentina	56	2	1	N/A	1.26e-06	4e-08	666.666666667	307.692307692	200	1.33333333333e-05	6.15384615385e-06	4e-06	11	0
Bolivia	11	0	0	N/A	9.7e-07	0.0	55	22	13.75	4.85e-06	1.94e-06	1.2125e-06	1	0
Venezuela	17	0	0	N/A	5.9e-07	0.0	85	34	21.25	2.95e-06	1.18e-06	7.375e-07	7	0
Ecuador	37	2	0	N/A	2.17e-06	1.2e-07	666.666666667	307.692307692	200	4e-05	1.84615384615e-05	1.2e-05	9	0
Diamond Princess	696	7	325	N/A	N/A	N/A	2333.33333333	1076.92307692	700	N/A	N/A	N/A	0	0
Reunion	9	0	0	N/A	N/A	N/A	45	18	11.25	N/A	N/A	N/A	2	0
